公司名称,城市,营业收入,利润,上市日期,行业分类,产品类型
北京奥维云网大数据科技股份有限公司,北京市,9479.26万,-1802.66万,2014-08-18,互联网信息服务,大数据信息服务、常规数据信息服务、会议服务、市场调查专项服务、OTT数据与运营服务
天津市翔维科技发展股份有限公司,天津市,0.0000,3400.00,2014-08-21,塑料薄膜制造,代理业务
上海埃林哲软件系统股份有限公司,上海市,--,--,2014-08-15,软件开发,ERP实施服务、运行维护、配套软件硬件销售
福建金科信息技术股份有限公司,福州市,2.57亿,434.52万,2014-08-22,信息系统集成服务,IT基础设施运维服务业务、IT系统集成服务业务
浙江茶乾坤食品股份有限公司,湖州市,8089.15万,487.81万,2014-08-29,精制茶加工,ODM茶、原料茶、自有品牌茶
江苏荣腾精密组件科技股份有限公司,苏州市,1.29亿,-1084.54万,2014-08-14,模具制造,模具、冲压、注塑
北京智明恒石油科技股份有限公司,北京市,7.55万,-3853.44万,2014-08-14,软件开发,技术开发服务
江苏哥伦布商业管理股份有限公司,苏州市,--,--,2014-08-15,房地产中介服务,商业管理顾问服务、商业运营管理服务、招商服务
上海优粒科技股份有限公司,上海市,--,--,2014-08-18,信息系统集成服务,房屋租赁及物业服务费、家具销售、软件使用费、系统开发、设计服务费
上海易销科技股份有限公司,上海市,--,--,2014-08-22,信息系统集成服务,电子渠道服务、终端产品
新疆福克油品股份有限公司,乌鲁木齐市,--,--,2014-08-22,原油加工及石油制品制造,润滑油、润滑脂
腾远食品(上海)股份有限公司,上海市,1.31亿,1079.31万,2014-08-22,其他食品批发,糖果、副食、糕点饼干、饮料调味
深圳市兰亭科技股份有限公司,深圳市,4.14亿,4379.51万,2014-08-19,化妆品制造,彩妆、护肤、洗沐、健康
云南蓝钻生物科技股份有限公司,昆明市,1198.40万,-1134.92万,2014-08-15,保健食品制造,螺旋藻片、滇橄榄片、三七片、保健茶
山东力久特种电机股份有限公司,威海市,3.40亿,2099.72万,2014-08-14,电动机制造,电机
福建永信数控科技股份有限公司,泉州市,7789.33万,401.66万,2014-08-29,缝制机械制造,大圆机、羊毛衫机
湖北大成空间科技股份有限公司,武汉市,501.13万,-533.79万,2014-08-21,砼结构构件制造,DCKQ空腔产品、技术服务、房租
北京中标新亚节能工程股份有限公司,北京市,1.19亿,-2197.04万,2014-09-02,节能技术推广服务,工程项目、工程销售
山东领信信息科技股份有限公司,济南市,2.84亿,3152.06万,2014-09-01,软件开发,软件开发、技术服务
河南泓宇环能科技股份有限公司,郑州市,2850.38万,-2777.81万,2014-09-02,金属压力容器制造,节能环保装备、变压变温吸附装置、节能环保装备、换热设备、销售材料、工程项目
新疆兴宏泰股份有限公司,乌鲁木齐市,2.79亿,4723.42万,2014-09-02,铁矿采选,铁精粉、铜精粉、金、银
山东临风科技股份有限公司,临沂市,7250.40万,-517.28万,2014-09-01,风机、风扇制造,离心通风机、轴流风机、罗茨鼓风机、离心鼓风机、维修、风机配件
科润智能科技股份有限公司,西安市,1.25亿,215.15万,2014-09-17,信息系统集成服务,智慧交通系统集成业务、交安工程
常州爱特科技股份有限公司,常州市,4710.18万,-340.15万,2014-09-17,其他输配电及控制设备制造,SF6类分析系统仪表、在线类监测系统、露点分析仪、氢气类分析仪表、姿态系统、停车管理、外购仪器类
安徽颍元农业科技股份有限公司,阜阳市,--,--,2014-09-30,棉纺纱加工,棉纺织品、钛合金粉末
芜湖泰和管业股份有限公司,芜湖市,2.54亿,2305.79万,2014-09-16,其他建筑、安全用金属制品制造,水用不锈钢波纹管、燃气输送用不锈钢波纹管、燃气灶具用不锈钢波纹管、补偿器、金属波纹软管、配件、废品
江西省广蓝传动科技股份有限公司,赣州市,--,--,2014-09-09,汽车零部件及配件制造,汽车零配件
上海力阳道路加固科技股份有限公司,上海市,5422.32万,-34.51万,2014-09-16,公路工程建筑,注浆加固工程
北京易讯通信息技术股份有限公司,北京市,1.65亿,-3228.56万,2014-09-11,软件开发,一般商品、自主软件、技术服务
江苏焕鑫新材料股份有限公司,盐城市,--,--,2014-09-19,其他日用化学产品制造,防霉消毒杀菌剂(PCMX/DCMX/PCMC/TCC/DP300)、中间体(IPHO/异丙叉丙酮/MX)
上海欣影电力科技股份有限公司,上海市,1.71亿,1579.80万,2014-09-23,电工仪器仪表制造,输电项目、变电项目、配电项目、通信项目、军工项目
湖南长宏锅炉科技股份有限公司,衡阳市,--,--,2014-09-19,锅炉及辅助设备制造,燃煤锅炉、燃油（气）锅炉、燃煤（生物质）锅炉、循环流化床、锅炉安装
山东奥美环境股份有限公司,济南市,6222.05万,1193.31万,2014-09-18,环境保护专用设备制造,水处理设备、膜类产品
吉林省金越交通装备股份有限公司,长春市,--,--,2014-09-22,城市轨道交通设备制造,铁路客车高中低档座椅、城市轨道座椅、卧铺、风挡、贯通道
上海全胜物流股份有限公司,上海市,9889.34万,2566.80万,2014-09-23,其他仓储业,仓储及仓储增值服务、国际货运代理
昆明理工恒达科技股份有限公司,昆明市,5.66亿,3095.05万,2014-09-24,其他有色金属压延加工,阳极板、阴极板、产品加工
广州益方田园环保股份有限公司,广州市,3871.50万,337.69万,2014-09-19,水污染治理,废水处理运营、工业废水废气处理工程安装、产品销售、技术服务
上海浩祯文化发展股份有限公司,上海市,1771.89万,-41.45万,2014-09-22,计算机、软件及辅助设备批发,娱乐业
天津安达物流股份有限公司,天津市,6.48亿,2252.64万,2014-09-24,道路货物运输,运输—整车、运输—烟草、仓储及服务
浙江晨龙锯床股份有限公司,丽水市,--,--,2014-09-24,金属切削机床制造,金属带锯床、金属圆锯机、带锯条
辽宁伊菲科技股份有限公司,葫芦岛市,4038.00万,-953.72万,2014-09-25,特种陶瓷制品制造,复合陶瓷制品、液态合金、液态合金运营、租赁
南京天河汽车零部件股份有限公司,南京市,1.54亿,-1435.01万,2014-09-26,汽车零部件及配件制造,汽车零部件
广州艾科新材料股份有限公司,广州市,5064.59万,404.74万,2014-09-25,化学试剂和助剂制造,精细化学品、制品
上海远洲管业科技股份有限公司,上海市,1711.46万,-710.62万,2014-09-26,塑料板、管、型材制造,通信管材、电力管材、消防管材、管材配件、冷溶剂
苏州纳地金属制品股份有限公司,苏州市,4370.91万,7.16万,2014-09-25,金属家具制造,户外休闲家具
深圳市鑫汇科股份有限公司,深圳市,7.42亿,3641.08万,2022-05-27,家用厨房电器具制造,智能控制技术及其产品应用、半导体元件分销
南通华尔康医疗科技有限公司,南通市,--,--,2014-09-30,卫生材料及医药用品制造,可吸收性外科缝线、非吸收性外科缝线、组织修补片、切口保护套
北京百特莱德工程技术股份有限公司,北京市,1.34亿,790.66万,2014-09-26,连续搬运设备制造,冶金重工行业、铁路行业、轻化工食品行业、电力行业、备件
广东海纳川生物科技股份有限公司,佛山市,2.66亿,857.00万,2014-10-08,食品及饲料添加剂制造,药物饲料添加剂、生物饲料
广东泰恩康医药股份有限公司,汕头市,6.54亿,1.20亿,2014-10-08,西药批发,非处方药、处方药、化学药、外用药及中成药、医疗器械、卫生材料
珠海派诺科技股份有限公司,珠海市,4.99亿,6486.08万,2014-10-14,工业自动控制系统装置制造,智能电力测控产品、用电与能源管理系统、充电设备及系统
山东天鸿模具股份有限公司,烟台市,2086.57万,-671.21万,2014-10-16,模具制造,模具、加工费、设备、技术服务费、租赁、建材
河南心连心深冷能源股份有限公司,新乡市,4.87亿,9407.34万,2014-10-14,其他基础化学原料制造,合成气体、空分气体、电子特气、能源气体
浙江科马摩擦材料股份有限公司,丽水市,2.23亿,7251.93万,2014-10-10,汽车零部件及配件制造,制动系摩擦材料、传动系摩擦材料
武汉奥杰科技股份有限公司,武汉市,938.71万,-34.51万,2014-10-08,烘炉、熔炉及电炉制造,成套设备销售、配件销售、加工
北京莱特九州技术服务股份有限公司,北京市,154.13万,-62.87万,2014-10-09,测绘服务,益生菌商品
北京可视化智能科技股份有限公司,北京市,2899.28万,22.82万,2014-10-08,节能技术推广服务,信息系统集成、视频监控系统、气悬浮风机等硬件、技术咨询服务
江苏强盛功能化学股份有限公司,苏州市,7.98亿,1.37亿,2014-10-08,有机化学原料制造,化工产品销售
洛阳众智软件科技股份有限公司,洛阳市,1.49亿,1086.60万,2014-10-09,软件开发,技术开发、外购软硬件销售、技术服务、标准软硬件销售、会务服务
金鸿药业股份有限公司,珠海市,4.34亿,2181.84万,2014-10-08,化学药品制剂制造,头孢类药品、非头孢类药品
广州创尔生物技术股份有限公司,广州市,2.40亿,3405.41万,2014-10-08,卫生材料及医药用品制造,胶原产品、非胶原产品
雅安正兴汉白玉股份有限公司,雅安市,--,--,2014-10-14,建筑装饰用石开采,非金属矿采选业
四川新健康成生物股份有限公司,成都市,1.62亿,2779.30万,2014-10-13,生物药品制造,自产试剂、自产仪器、综合技术服务、代理试剂、代理仪器
青岛三祥科技股份有限公司,青岛市,6.12亿,8177.95万,2014-10-16,汽车零部件及配件制造,制动系统软管及总成、动力转向系统软管及总成、冷却系统软管及总成、燃油系统软管及总成
佛山市雅洁源科技股份有限公司,佛山市,2387.62万,101.12万,2014-10-15,环境保护专用设备制造,医院及校园水处理
北京博华信智科技股份有限公司,北京市,2.96亿,6866.16万,2014-10-09,信息系统集成服务,设备健康管理系统、设备工业互联网平台、技术研究与设备故障诊断服务、设备监测控制系统
浙江海博小额贷款股份有限公司,绍兴市,1.31亿,6101.36万,2014-10-24,其他非货币银行服务,小额贷款、办理小企业发展、管理、财务咨询业务
巨正源股份有限公司,深圳市,58.04亿,3.40亿,2014-10-17,石油及制品批发,高分子材料业务、石化仓储综合服务、石油制品贸易业务
江苏润华电缆股份有限公司,扬州市,9.35亿,3847.14万,2014-10-24,电线、电缆制造,安装线、低压电缆、计算机电缆、控制电缆、中压电缆
