公司名称,城市,营业收入,利润,上市日期,行业分类,产品类型
江苏金禾水环境科技股份有限公司,南京市,1043.21万,60.75万,2016-01-28,水污染治理,工程业务、养护业务
广东天亿马信息产业股份有限公司,汕头市,4.67亿,5562.90万,2016-01-25,信息系统集成服务,信息系统集成服务、软件开发及技术服务、信息系统运维服务、信息设备销售
哈尔滨凌之迅网络信息技术股份有限公司,哈尔滨市,358.06万,-1051.35万,2016-01-22,软件开发,软件开发及服务
东莞市尼的科技股份有限公司,东莞市,4031.88万,59.15万,2016-01-19,其他未列明制造业,保护膜系列、医疗器械系列、粘尘制品系列
山东数字人科技股份有限公司,济南市,8371.75万,1578.70万,2020-12-08,软件开发,数字医学产品、科普展品、交互智能一体机
北京蓝色方略整合营销顾问股份有限公司,北京市,7319.48万,-2686.75万,2016-01-19,会议及展览服务,服务类
南通三盛鑫生物科技股份有限公司,南通市,0.0000,-336.18万,2016-01-28,食用菌种植,杏鲍菇
武汉日新科技股份有限公司,武汉市,2.36亿,-6106.67万,2016-02-05,太阳能发电,电站业务、光伏组件、光伏支架、发电业务、电站运维
西部宝德科技股份有限公司,西安市,2.22亿,2026.13万,2016-01-28,气体、液体分离及纯净设备制造,过滤分离元件及系统、粉末类产品销售、硅产品
帝杰曼科技股份有限公司,温州市,1.52亿,-496.61万,2016-01-22,信息系统集成服务,系统集成、软件服务、维护服务、设备销售
山东安之畅信息技术股份有限公司,济南市,3686.55万,310.71万,2016-02-01,信息系统集成服务,监控设备等硬件、技术维护服务、监管预警系统等软件
深圳市宝明堂健康药业股份有限公司,深圳市,6475.22万,-390.91万,2016-01-29,中药饮片加工,中药材、食品、保健食品
青岛麦科三维测控技术股份有限公司,青岛市,514.74万,3.22万,2016-01-28,电子测量仪器制造,三坐标测量机、配件、服务费
湖南平安环保股份有限公司,长沙市,3.47亿,3232.47万,2016-01-26,大气污染治理,环保设备、工程总承包服务、技术服务
郑州信源信息技术股份有限公司,郑州市,1.08亿,3393.80万,2016-02-16,软件开发,软件开发、系统集成、软件服务、软件产品销售、数字证书技术服务
唐山海森电子股份有限公司,唐山市,7267.08万,282.89万,2016-01-22,信息系统集成服务,农田灌溉智能监测管理系统（智能井房或智能井首）、农田灌溉智能管理终端、SPWT类机翼涡轮流量计、明渠流量计、管段式超声波流量计、农田智能灌溉监测系统管理中心软件、土壤墒情监测系统、水位监测系统、水资源实时测控系统、恒压供水系统、智能温室大棚
广东力王高新科技股份有限公司,惠州市,4.55亿,3329.20万,2016-01-26,电力电子元器件制造,变压器类、电感器类
重庆浩丰规划设计集团股份有限公司,重庆市,--,--,2016-01-28,规划管理,景观设计、规划设计、建筑设计、项目策划、项目咨询
辽宁厚能科技股份有限公司,葫芦岛市,2328.90万,74.54万,2016-01-27,锂离子电池制造,电池及电池组销售、叉车及电池租赁、叉车销售
北京航天常兴科技发展股份有限公司,北京市,5237.52万,-1406.36万,2016-01-28,社会公共安全设备及器材制造,电气火灾监控系统、消防应急智能疏散、消防设备电源、防火门监控系统、技术服务费、设备安装维修费
重庆聚能粉末冶金股份有限公司,重庆市,1.08亿,2817.84万,2016-03-07,汽车零部件及配件制造,摩托车用配件、汽车用配件、电动工具用配件
武汉国力通能源环保股份有限公司,武汉市,6692.17万,652.78万,2016-01-26,大气污染治理,化学试剂、技术开发、环保设备
睿易教育科技股份有限公司,宁波市,7011.43万,2653.15万,2016-01-25,信息系统集成服务,软件、硬件、咨询服务费、租赁费
温州蓝天能源科技股份有限公司,温州市,1.86亿,2232.21万,2016-02-23,其他专用设备制造,加油机、能源成套设备、加气机、充电桩
江西千柏源科技股份有限公司,赣州市,79.85万,-47.26万,2016-01-29,照明灯具制造,咨询服务、软件开发、皂液器、美容仪、LED照明
中青旅山水酒店集团股份有限公司,深圳市,3.88亿,-5989.07万,2016-02-02,旅游饭店,酒店运营、物业出租、加盟委托管理
上海凌脉网络科技股份有限公司,上海市,1.81亿,-2299.43万,2016-01-28,其他互联网服务,平台交易、SaaS服务
成都卡莱博尔信息技术股份有限公司,成都市,1195.63万,101.68万,2016-01-27,软件开发,系统集成、技术服务、技术开发
深圳市豪恩智能物联股份有限公司,深圳市,4.92亿,1952.43万,2016-01-29,照明灯具制造,节能照明
江西宝海微元再生科技股份有限公司,萍乡市,6.05亿,3644.60万,2016-01-26,金属废料和碎屑加工处理,硫酸锌、稀散金属、含锌其他产品、其他产品、服务
莱美科技股份有限公司,湖州市,2.54亿,1760.78万,2016-04-14,化纤织物染整精加工,染色布（加工）、宽幅印花布（加工）、分散印花布（经销）、全涤染色布（经销）、全涤印花布（经销）、熔喷布销售
深圳市互联在线云计算股份有限公司,深圳市,--,--,2016-02-04,其他互联网服务,渠道代理业务、广告业务、IDC业务、定制业务
珠海市柏克莱能源科技股份有限公司,珠海市,3679.65万,-729.30万,2016-01-27,热力生产和供应,蒸汽、锅炉的安装改造、水煤浆
北京佰能蓝天科技股份有限公司,北京市,3.18亿,309.80万,2016-02-17,大气污染治理,环保工程、商品销售、合同能源
远梦家居用品股份有限公司,东莞市,5.13亿,2872.03万,2016-04-05,床上用品制造,芯类、布艺类、夏凉类、其他家居类
传神语联网网络科技股份有限公司,武汉市,3.31亿,-1503.90万,2016-02-29,其他互联网服务,翻译服务
上海浩林文化传播股份有限公司,上海市,--,--,2016-04-11,其他文化艺术业,图书出版版权、数字版权转让、编剧
北京展鸿软通科技股份有限公司,北京市,--,--,2016-02-25,互联网信息服务,金融支付软件产品、营销推广服务、互联网金融与数字娱乐产品
四川兆信电力股份有限公司,成都市,2360.91万,988.17万,2016-01-28,水力发电,电力
浙江埃柯赛环境科技股份有限公司,杭州市,--,--,2016-02-04,气体、液体分离及纯净设备制造,压滤机整机及配套设备、配件
广东华天成新能源科技股份有限公司,佛山市,2.19亿,1715.97万,2016-02-02,其他通用设备制造业,热泵、相关配件
湖南创研科技股份有限公司,长沙市,2.68亿,1973.89万,2016-01-28,互联网信息服务,数字技术类、数字营销运营类、效果运营类、数字媒介类
山东弘易传媒控股股份有限公司,潍坊市,5483.20万,177.87万,2016-02-01,广告业,广告发布、巴马水、物业管理服务
山东盛金稀土功能材料股份公司,淄博市,--,--,2016-02-19,稀有稀土金属压延加工,磁产品、五金、机电产品
杭州财人汇网络股份有限公司,杭州市,6219.07万,817.00万,2016-01-29,软件开发,定制软件销售、技术服务、标准通用软、件销售、系统维护、广告推广、代理产品销售
微网信通(北京)通信技术股份有限公司,北京市,--,--,2016-02-04,信息系统集成服务,基于天翼对讲的QChat对讲终端设备、综合调度平台及行业解决方案
奕通信息科技(上海)股份有限公司,上海市,4078.51万,242.34万,2016-03-03,软件开发,wifi运维服务、wifi系统集成、wifi安装业务
浙江鼎帮家具股份有限公司,嘉兴市,4431.40万,-667.63万,2016-03-07,其他家具制造,沙发
北京迪生数字娱乐科技股份有限公司,北京市,7877.99万,1804.17万,2016-02-01,电影和影视节目制作,系统设备销售、内容制作
上海深井泵厂股份有限公司,上海市,2482.45万,248.52万,2016-02-02,泵及真空设备制造,深井泵、潜水泵、配件
烟台东方纵横科技股份有限公司,烟台市,1.02亿,213.51万,2016-01-29,信息系统集成服务,系统集成、技术服务、IT产品
北京用尚科技股份有限公司,北京市,5837.82万,524.08万,2016-02-16,信息系统集成服务,系统开发与销售、系统技术服务、产品销售
烟台招金励福贵金属股份有限公司,烟台市,--,--,2016-02-29,无机盐制造,氰化亚金钾、氰化银钾/氰化银、键合金丝、平面银靶材、亚硫酸金钠
安明斯智能股份有限公司,福州市,642.31万,-1615.57万,2016-01-29,信息系统集成服务,智能家居整体解决方案、智慧城市行业综合解决方案
康利达装饰股份有限公司,郑州市,4.06亿,-1977.26万,2016-02-26,建筑装饰业,装饰装修施工、装饰装修设计
深圳市兴为通科技股份有限公司,深圳市,--,--,2016-01-28,印制电路板制造,贴片加工、机顶盒
芝兰玉树(北京)科技股份有限公司,北京市,1654.45万,-97.98万,2016-02-03,互联网信息服务,内容制作与发行、网络广告及数字营销服务
南昌市鄱阳湖农牧渔产业发展股份有限公司,南昌市,--,--,2016-02-15,内陆养殖,渔业、鱼制加工品
浙江海力股份有限公司,衢州市,3.26亿,705.47万,2016-02-03,紧固件制造,普通强度紧固件、普通强度防盗紧固件、高强度紧固件、高强度防盗紧固件、扣紧母、垫片、管片紧固件、风电紧固件
北京高立开元创新科技股份有限公司,北京市,2984.95万,-6.21万,2016-02-16,其他计算机制造,设备销售业务、软件及技术服务业务
西安力邦临床营养股份有限公司,西安市,5863.89万,-698.29万,2016-02-01,营养食品制造,全营养、非全营养、特定全营养
四川科力特硬质合金股份有限公司,成都市,1.53亿,1297.53万,2016-03-25,有色金属合金制造,精机加工品、合金毛坯、喷涂产品
浙江汇购科技股份有限公司,杭州市,--,--,2016-02-03,其他互联网服务,客户忠诚度计划“积分运营”综合服务
北京中研瀚海网络科技股份有限公司,北京市,388.31万,-266.72万,2016-02-15,职业技能培训,经销、直销
万联城市服务科技集团股份有限公司,杭州市,2.01亿,2113.46万,2016-02-05,物业管理,物业服务、运营服务
北京博大光通物联科技股份有限公司,北京市,1384.58万,-4452.75万,2016-02-15,信息系统集成服务,物联网硬件产品、物联网软件产品、技术开发服务
北京安趣科技股份有限公司,北京市,487.38万,-192.31万,2016-02-23,互联网信息服务,游戏分发、游戏联营
杭州华新检测技术股份有限公司,杭州市,2108.56万,40.85万,2016-02-26,质检技术服务,钢结构检测、广告牌检测、检测培训
成都达智咨询股份有限公司,成都市,2778.28万,37.45万,2016-03-01,市场调查,数据采集业务、数据研究分析、信息咨询业务
宁波星成电子股份有限公司,宁波市,1392.84万,415.00万,2016-02-29,供应用仪表及其他通用仪器制造,电流传感器、电压传感器、温度传感器、压力传感器、速度传感器、电抗器
江苏唯达水处理技术股份有限公司,苏州市,--,--,2016-02-24,水污染治理,城镇自来水设施安全供水技术与装备、城镇污水设施提标改造技术与装备
浙江盛迪科技股份有限公司,嘉兴市,7354.76万,783.08万,2016-02-05,电工仪器仪表制造,智能仪表检定设备、工业自动控制设备
吉林正方农牧股份有限公司,通化市,3967.74万,-7256.86万,2016-02-23,鸭的饲养,肥肝、冻品肉、深加工肝类、深加工肉类、鸭雏、鸭蛋、饲料、鸭毛、毛鸭、淘汰鸭
北京玛娜共益科技股份有限公司,北京市,28.07万,-161.31万,2016-03-02,互联网信息服务,共益咨询服务
联动通达(北京)传媒广告股份有限公司,北京市,6477.07万,-1982.58万,2016-02-03,广告业,广告发布及制作
盛嘉伦橡塑(深圳)股份有限公司,河源市,1.42亿,-730.44万,2016-03-07,初级形态塑料及合成树脂制造,透明系列、涂油系列、射粘系列、通用系列、功能系列
安徽安旺门业股份有限公司,亳州市,--,--,2016-03-01,木门窗、楼梯制造,防火门、防火卷帘、防火窗、入户门
湖北天雄科技股份有限公司,黄冈市,1.65亿,-89.89万,2016-02-16,汽车零部件及配件制造,发动机后处理供给系统、动力转向油罐、中冷器管、挡泥板、电磁阀、油箱
江苏达伦电子股份有限公司,苏州市,3.63亿,105.63万,2016-02-19,照明灯具制造,投影仪吸顶灯
河南维恩木塑股份有限公司,安阳市,--,--,2016-02-05,其他建筑材料制造,木塑基材、塑钢基材、覆膜板材、大信深加工产品、衣柜门、再生基材、覆膜再生板材、集成房屋、装饰装修工程
山东环丰食品股份有限公司,潍坊市,1.85亿,878.15万,2016-03-16,谷物磨制,面粉类、粮食购销
浙江圣安化工股份有限公司,衢州市,2.51亿,1738.50万,2016-03-08,有机化学原料制造,甲乙酮肟
福建纳仕达电子股份有限公司,福州市,4.16亿,-3358.43万,2016-02-18,其他家用电力器具制造,感应式、垃圾桶、机械式垃圾桶
